PARCELID,Shape_Leng,Shape_Area,PARID2,parid3,Dwelling — Sheet1_MAP ROUTING,Dwelling — Sheet1_CARD,Dwelling — Sheet1_RMTOT,Dwelling — Sheet1_RMBED,Dwelling — Sheet1_RMFAM,Dwelling — Sheet1_RMDIN,Dwelling — Sheet1_FIXBATH,Dwelling — Sheet1_FIXHALF,Dwelling — Sheet1_LIVUNITS,Dwelling — Sheet1_STYLE,Dwelling — Sheet1_STORIES,Dwelling — Sheet1_ATTIC,Dwelling — Sheet1_BSMT,Dwelling — Sheet1_FINBSMTAREA,Dwelling — Sheet1_EXTWALL,Dwelling — Sheet1_UNFINAREA,Dwelling — Sheet1_RECROMAREA,Dwelling — Sheet1_HEAT,Dwelling — Sheet1_FIXADDL,Dwelling — Sheet1_FIXTOT,Dwelling — Sheet1_WBFP_S,Dwelling — Sheet1_WBFP_O,Dwelling — Sheet1_CARSPACESATT,Dwelling — Sheet1_CARSPACESBSMT,Dwelling — Sheet1_CARPORTSPACES,Dwelling — Sheet1_GRADE,Dwelling — Sheet1_WELLSEPTIC,Dwelling — Sheet1_YRBLT,Dwelling — Sheet1_YRREMOD,Dwelling — Sheet1_EFFYR,Dwelling — Sheet1_COND,Dwelling — Sheet1_AREAFACT,Dwelling — Sheet1_ADJAREA,Dwelling — Sheet1_SHFACT,Dwelling — Sheet1_CNSTFACT,Dwelling — Sheet1_GRDFACT,Dwelling — Sheet1_DEPR,Dwelling — Sheet1_MKTADJ,Dwelling — Sheet1_MGFA,Dwelling — Sheet1_ADDNAREA,Dwelling — Sheet1_SFLA,Dwelling — Sheet1_FLR1AREA,Dwelling — Sheet1_ADJRCNLD,Value — Sheet1_TaxYear,Value — Sheet1_ValueType,Value — Sheet1_LUC,Value — Sheet1_LUCDesc,Value — Sheet1_MarketLand,Value — Sheet1_MarketImpr,Value — Sheet1_CauvLand,Value — Sheet1_TaxableLand,Value — Sheet1_TaxableImpr
"050-008929",409.99197024300,9748.16200772000,"050-008929","050-008929-00","050-N044KAA-31500",1,6,3,,,3,1,"1","01 - CONVENTIONAL",2 - 2 Story,"0 - NO ATTIC",9 - 3/4 BASEMENT 1/4 CRAWL,,91 - 1/6 MASONRY TO FRAME .167,,,2 - HEAT/AIR CON,4,15,,,3 - 3 Car Spaces,,,B-1 - GOOD -,,2002,,,A - AVERAGE,0.558,444,1.69,1.027,1.15,70,,444,1818,2706,467,319800,2024,Base,510,510 - ONE-FAMILY DWLG ON PLATTED LOT,108200,319800,0,37870,111930
"050-008930",479.29315555900,14823.58888700000,"050-008930","050-008930-00","050-N044KAA-31600",1,7,3,1,,2,1,"1","01 - CONVENTIONAL",1 - 1 Story,"0 - NO ATTIC",B - FULL BASEMENT,800,91 - 1/6 MASONRY TO FRAME .167,,0,2 - HEAT/AIR CON,3,11,,,2 - 2 Car Spaces,,,B-1 - GOOD -,,2003,,,A - AVERAGE,0.992,1187,1,1.016,1.15,70,,1187,336,1523,1200,261600,2024,Base,510,510 - ONE-FAMILY DWLG ON PLATTED LOT,110000,261600,0,38500,91560
"050-008931",419.89821174400,10391.61908850000,"050-008931","050-008931-00","050-N044KAA-31700",1,9,5,1,,2,1,"1","01 - CONVENTIONAL",2 - 2 Story,"0 - NO ATTIC",B - FULL BASEMENT,,92 - 2/6 MASONRY TO FRAME .333,,,2 - HEAT/AIR CON,4,12,,,3 - 3 Car Spaces,,,B - GOOD QUALITY,,2001,,,A - AVERAGE,1.006,1211,1.69,1.054,1.2,69,,1211,676,3098,1225,362100,2024,Base,510,510 - ONE-FAMILY DWLG ON PLATTED LOT,110000,362100,0,38500,126740
"050-008932",440.05830437300,11198.85852550000,"050-008932","050-008932-00","050-N044KAA-31800",1,6,3,,,2,,"1","05 - RANCH",1 - 1 Story,"0 - NO ATTIC",8 - 1/2 BASEMENT 1/2 CRAWL,,92 - 2/6 MASONRY TO FRAME .333,,,2 - HEAT/AIR CON,4,10,,,2 - 2 Car Spaces,,,B-1 - GOOD -,,2001,2006,2006,A - AVERAGE,1.582,2197,1,1.032,1.15,69,,2197,0,2197,2209,275400,2024,Base,510,510 - ONE-FAMILY DWLG ON PLATTED LOT,114200,275400,0,39970,96390
"050-008933",499.44388904000,15987.06371650000,"050-008933","050-008933-00","050-N044KAA-31900",1,8,4,1,,2,1,"1","01 - CONVENTIONAL",2 - 2 Story,"0 - NO ATTIC",B - FULL BASEMENT,,91 - 1/6 MASONRY TO FRAME .167,,,2 - HEAT/AIR CON,4,12,,,2 - 2 Car Spaces,,,B-1 - GOOD -,,2003,,,A - AVERAGE,0.937,1092,1.69,1.027,1.15,70,,1092,163,2347,1110,285500,2024,Base,510,510 - ONE-FAMILY DWLG ON PLATTED LOT,110000,285500,0,38500,99930
"050-008934",1053.63992394000,56205.92652990000,"050-008934","050-008934-00","050-O061F-00400",1,9,4,1,,2,1,"1",10 - CAPE COD,1 - 1 Story,"0 - NO ATTIC",B - FULL BASEMENT,,94 - 4/6 MASONRY TO FRAME .667,,,2 - HEAT/AIR CON,2,10,1,1,,,,B-1 - GOOD -,9 - Well / Septic,1945,1999,1999,A - AVERAGE,0.96,1131,1,1.064,1.15,65,,1131,2567,3698,1152,391200,2024,Base,511,511 - ONE-FAMILY DWLG UNPLT:   0-9.99 AC,122700,391200,0,42950,136920
"050-008938",185.20799927700,2035.67419103000,"050-008938","050-008938-00","050-T140EB-00100",1,5,2,,,2,,"1",12 - CONDOMINIUM,1 - 1 Story,"0 - NO ATTIC",7 - 1/4 BASEMENT 3/4 CRAWL,,92 - 2/6 MASONRY TO FRAME .333,,,2 - HEAT/AIR CON,3,9,,,2 - 2 Car Spaces,,,B-1 - GOOD -,,2000,,,A - AVERAGE,1.166,1485,1,1.032,1.15,79,,1485,0,1485,1491,217900,2024,Base,550,550 - CONDOMINIUM UNIT,52500,217900,0,18380,76270
"050-008939",189.91621229800,2156.98153271000,"050-008939","050-008939-00","050-T140EB-00200",1,5,2,,,2,,"1",12 - CONDOMINIUM,1 - 1 Story,"0 - NO ATTIC",7 - 1/4 BASEMENT 3/4 CRAWL,,92 - 2/6 MASONRY TO FRAME .333,,,2 - HEAT/AIR CON,3,9,,,2 - 2 Car Spaces,,,B-1 - GOOD -,,2000,,,A - AVERAGE,1.166,1485,1,1.032,1.15,79,,1485,0,1485,1491,217900,2024,Base,550,550 - CONDOMINIUM UNIT,52500,217900,0,18380,76270
"050-008940",168.14165725200,1732.27599290000,"050-008940","050-008940-00","050-T140EB-00300",1,6,3,,,3,,"1",12 - CONDOMINIUM,2 - 2 Story,"0 - NO ATTIC",8 - 1/2 BASEMENT 1/2 CRAWL,,91 - 1/6 MASONRY TO FRAME .167,,,2 - HEAT/AIR CON,3,12,,,2 - 2 Car Spaces,,,B-1 - GOOD -,,2000,,,A - AVERAGE,0.69,670,1.69,1.027,1.15,79,,670,333,1673,681,252800,2024,Base,550,550 - CONDOMINIUM UNIT,52500,252800,0,18380,88480
"050-008941",167.23679672600,1702.18147777000,"050-008941","050-008941-00","050-T140EB-00400",1,6,2,,,2,1,"1",12 - CONDOMINIUM,2 - 2 Story,"0 - NO ATTIC",8 - 1/2 BASEMENT 1/2 CRAWL,,91 - 1/6 MASONRY TO FRAME .167,,,2 - HEAT/AIR CON,3,11,,,2 - 2 Car Spaces,,,B-1 - GOOD -,,2000,,,A - AVERAGE,0.69,670,1.69,1.027,1.15,79,,670,333,1673,681,251300,2024,Base,550,550 - CONDOMINIUM UNIT,52500,251300,0,18380,87960
"050-008942",194.20079185300,2191.07962297000,"050-008942","050-008942-00","050-T140EB-00500",1,6,2,,,2,,"1",12 - CONDOMINIUM,1 - 1 Story,"0 - NO ATTIC",8 - 1/2 BASEMENT 1/2 CRAWL,,91 - 1/6 MASONRY TO FRAME .167,,,2 - HEAT/AIR CON,4,10,,,2 - 2 Car Spaces,,,B-1 - GOOD -,,2000,,,A - AVERAGE,1.19,1525,1,1.016,1.15,79,,1525,0,1525,1531,221400,2024,Base,550,550 - CONDOMINIUM UNIT,52500,221400,0,18380,77490
"050-008943",196.28223586900,2212.31472549000,"050-008943","050-008943-00","050-T140EB-00600",1,6,2,1,,2,,"1",12 - CONDOMINIUM,1 - 1 Story,"0 - NO ATTIC",8 - 1/2 BASEMENT 1/2 CRAWL,380,91 - 1/6 MASONRY TO FRAME .167,,0,2 - HEAT/AIR CON,4,10,,,2 - 2 Car Spaces,,,B-1 - GOOD -,,2000,,,A - AVERAGE,1.19,1525,1,1.016,1.15,79,,1525,0,1525,1531,250000,2024,Base,550,550 - CONDOMINIUM UNIT,52500,250000,0,18380,87500
"050-008944",170.60906372600,1794.18500232000,"050-008944","050-008944-00","050-T140EB-00700",1,6,2,,,2,1,"1",12 - CONDOMINIUM,2 - 2 Story,"0 - NO ATTIC",8 - 1/2 BASEMENT 1/2 CRAWL,,91 - 1/6 MASONRY TO FRAME .167,,,2 - HEAT/AIR CON,3,11,,,2 - 2 Car Spaces,,,B-1 - GOOD -,,2000,,,A - AVERAGE,0.69,670,1.69,1.027,1.15,79,,670,333,1673,681,251300,2024,Base,550,550 - CONDOMINIUM UNIT,52500,251300,0,18380,87960
"050-008945",184.99734933400,1892.86535472000,"050-008945","050-008945-00","050-T140EB-00800",1,7,3,,,2,2,"1",12 - CONDOMINIUM,1 - 1 Story,"0 - NO ATTIC",C - FULL CRAWL,500,91 - 1/6 MASONRY TO FRAME .167,,0,2 - HEAT/AIR CON,4,14,,,2 - 2 Car Spaces,,,B-1 - GOOD -,,2000,,,A - AVERAGE,0.556,440,1,1.016,1.15,79,,440,1473,1913,456,272300,2024,Base,550,550 - CONDOMINIUM UNIT,52500,272300,0,18380,95310
"050-008946",189.41549006300,1994.87168014000,"050-008946","050-008946-00","050-T140EB-00900",1,7,3,,,2,1,"1",12 - CONDOMINIUM,1 - 1 Story,"0 - NO ATTIC",C - FULL CRAWL,,91 - 1/6 MASONRY TO FRAME .167,,,2 - HEAT/AIR CON,4,12,,,2 - 2 Car Spaces,,,B-1 - GOOD -,,2000,,,A - AVERAGE,0.556,440,1,1.016,1.15,79,,440,1473,1913,456,235000,2024,Base,550,550 - CONDOMINIUM UNIT,52500,235000,0,18380,82250
"050-008947",186.58121905000,1915.78575028000,"050-008947","050-008947-00","050-T140EB-01000",1,7,3,,,2,2,"1",12 - CONDOMINIUM,1 - 1 Story,"0 - NO ATTIC",C - FULL CRAWL,500,91 - 1/6 MASONRY TO FRAME .167,,0,2 - HEAT/AIR CON,4,14,,,2 - 2 Car Spaces,,,B-1 - GOOD -,,2000,,,A - AVERAGE,0.556,440,1,1.016,1.15,79,,440,1473,1913,456,272300,2024,Base,550,550 - CONDOMINIUM UNIT,52500,272300,0,18380,95310
"050-008948",166.33408059900,1685.95902616000,"050-008948","050-008948-00","050-T140EB-01100",1,6,2,,,2,1,"1",12 - CONDOMINIUM,2 - 2 Story,"0 - NO ATTIC",8 - 1/2 BASEMENT 1/2 CRAWL,,91 - 1/6 MASONRY TO FRAME .167,,,2 - HEAT/AIR CON,3,11,,,2 - 2 Car Spaces,,,B-1 - GOOD -,,2000,,,A - AVERAGE,0.69,670,1.69,1.027,1.15,79,,670,333,1673,681,251300,2024,Base,550,550 - CONDOMINIUM UNIT,52500,251300,0,18380,87960
"050-008949",169.68408634700,1768.96532790000,"050-008949","050-008949-00","050-T140EB-01200",1,6,2,,,3,,"1",12 - CONDOMINIUM,2 - 2 Story,"0 - NO ATTIC",8 - 1/2 BASEMENT 1/2 CRAWL,,91 - 1/6 MASONRY TO FRAME .167,,,2 - HEAT/AIR CON,3,12,,,2 - 2 Car Spaces,,,B-1 - GOOD -,,2000,,,A - AVERAGE,0.69,670,1.69,1.027,1.15,79,,670,333,1673,681,252800,2024,Base,550,550 - CONDOMINIUM UNIT,52500,252800,0,18380,88480
"050-008950",188.56948925800,2114.68219721000,"050-008950","050-008950-00","050-T140EB-01300",1,5,2,,,2,,"1",12 - CONDOMINIUM,1 - 1 Story,"0 - NO ATTIC",7 - 1/4 BASEMENT 3/4 CRAWL,,92 - 2/6 MASONRY TO FRAME .333,,,2 - HEAT/AIR CON,3,9,,,2 - 2 Car Spaces,,,B-1 - GOOD -,,2000,,,A - AVERAGE,1.166,1485,1,1.032,1.15,79,,1485,0,1485,1491,217900,2024,Base,550,550 - CONDOMINIUM UNIT,52500,217900,0,18380,76270
"050-008951",181.26218840000,1946.64662418000,"050-008951","050-008951-00","050-T140EB-01400",1,5,2,,,2,,"1",12 - CONDOMINIUM,1 - 1 Story,"0 - NO ATTIC",7 - 1/4 BASEMENT 3/4 CRAWL,,92 - 2/6 MASONRY TO FRAME .333,,,2 - HEAT/AIR CON,3,9,,,2 - 2 Car Spaces,,,B-1 - GOOD -,,2000,,,A - AVERAGE,1.166,1485,1,1.032,1.15,79,,1485,0,1485,1491,217900,2024,Base,550,550 - CONDOMINIUM UNIT,52500,217900,0,18380,76270
"050-008952",188.74250688900,2083.79756021000,"050-008952","050-008952-00","050-T140EB-01500",1,5,2,,,2,1,"1",12 - CONDOMINIUM,1 - 1 Story,"0 - NO ATTIC",7 - 1/4 BASEMENT 3/4 CRAWL,375,92 - 2/6 MASONRY TO FRAME .333,,0,2 - HEAT/AIR CON,2,10,,,2 - 2 Car Spaces,,,B-1 - GOOD -,,2000,,,A - AVERAGE,1.166,1485,1,1.032,1.15,79,,1485,0,1485,1491,245200,2024,Base,550,550 - CONDOMINIUM UNIT,52500,245200,0,18380,85820
"050-008953",192.02031456500,2201.87007572000,"050-008953","050-008953-00","050-T140EB-01600",1,6,2,,,2,,"1",12 - CONDOMINIUM,1 - 1 Story,"0 - NO ATTIC",8 - 1/2 BASEMENT 1/2 CRAWL,,91 - 1/6 MASONRY TO FRAME .167,,,2 - HEAT/AIR CON,4,10,,,2 - 2 Car Spaces,,,B-1 - GOOD -,,2000,,,A - AVERAGE,1.19,1525,1,1.016,1.15,79,,1525,0,1525,1531,221400,2024,Base,550,550 - CONDOMINIUM UNIT,52500,221400,0,18380,77490
"050-008954",186.23035799900,1893.78797553000,"050-008954","050-008954-00","050-T140EB-01700",1,7,3,,,2,1,"1",12 - CONDOMINIUM,1 - 1 Story,"0 - NO ATTIC",C - FULL CRAWL,500,91 - 1/6 MASONRY TO FRAME .167,,0,2 - HEAT/AIR CON,4,12,,,2 - 2 Car Spaces,,,B-1 - GOOD -,,2000,,,A - AVERAGE,0.556,440,1,1.016,1.15,79,,440,1473,1913,456,269500,2024,Base,550,550 - CONDOMINIUM UNIT,52500,269500,0,18380,94330
"050-008955",167.49036659700,1731.29340925000,"050-008955","050-008955-00","050-T140EB-01800",1,6,2,,,3,,"1",12 - CONDOMINIUM,2 - 2 Story,"0 - NO ATTIC",8 - 1/2 BASEMENT 1/2 CRAWL,,91 - 1/6 MASONRY TO FRAME .167,,,2 - HEAT/AIR CON,3,12,,,2 - 2 Car Spaces,,,B-1 - GOOD -,,2000,,,A - AVERAGE,0.69,670,1.69,1.027,1.15,79,,670,333,1673,681,255500,2024,Base,550,550 - CONDOMINIUM UNIT,52500,255500,0,18380,89430
"050-008956",2704.94168792000,359117.79878000001,"050-008956","050-008956-00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024,Exempt,650,650 - EXEMPT PROPERTY OWNED BY BOE,1483400,8694000,0,519190,3042900
"050-008957",181.01037713100,1812.46263385000,"050-008957","050-008957-00","050-T140EB-01900",1,6,2,,,2,1,"1",12 - CONDOMINIUM,2 - 2 Story,"0 - NO ATTIC",8 - 1/2 BASEMENT 1/2 CRAWL,,91 - 1/6 MASONRY TO FRAME .167,,,2 - HEAT/AIR CON,3,11,,,2 - 2 Car Spaces,,,B-1 - GOOD -,,2000,,,A - AVERAGE,0.69,670,1.69,1.027,1.15,79,,670,333,1673,681,251300,2024,Base,550,550 - CONDOMINIUM UNIT,52500,251300,0,18380,87960
"050-008958",186.08192308100,1868.41671007000,"050-008958","050-008958-00","050-T140EB-02000",1,7,3,,,2,1,"1",12 - CONDOMINIUM,1 - 1 Story,"0 - NO ATTIC",C - FULL CRAWL,,91 - 1/6 MASONRY TO FRAME .167,,,2 - HEAT/AIR CON,4,12,,,2 - 2 Car Spaces,,,B-1 - GOOD -,,2000,,,A - AVERAGE,0.556,440,1,1.016,1.15,79,,440,1473,1913,456,235000,2024,Base,550,550 - CONDOMINIUM UNIT,52500,235000,0,18380,82250
"050-008959",164.64400616100,1675.99833683000,"050-008959","050-008959-00","050-T140EB-02100",1,6,2,,,2,1,"1",12 - CONDOMINIUM,2 - 2 Story,"0 - NO ATTIC",8 - 1/2 BASEMENT 1/2 CRAWL,,91 - 1/6 MASONRY TO FRAME .167,,,2 - HEAT/AIR CON,3,11,,,2 - 2 Car Spaces,,,B-1 - GOOD -,,2000,,,A - AVERAGE,0.69,670,1.69,1.027,1.15,79,,670,333,1673,681,254000,2024,Base,550,550 - CONDOMINIUM UNIT,52500,254000,0,18380,88900
"050-008960",168.96411150600,1717.34747020000,"050-008960","050-008960-00","050-T140EB-02200",1,6,2,,,2,1,"1",12 - CONDOMINIUM,2 - 2 Story,"0 - NO ATTIC",8 - 1/2 BASEMENT 1/2 CRAWL,,91 - 1/6 MASONRY TO FRAME .167,,,2 - HEAT/AIR CON,3,11,,,2 - 2 Car Spaces,,,B-1 - GOOD -,,2000,,,A - AVERAGE,0.69,670,1.69,1.027,1.15,79,,670,333,1673,681,251300,2024,Base,550,550 - CONDOMINIUM UNIT,52500,251300,0,18380,87960
"050-008961",195.21170624400,2248.59808000000,"050-008961","050-008961-00","050-T140EB-02300",1,6,2,,,2,,"1",12 - CONDOMINIUM,1 - 1 Story,"0 - NO ATTIC",8 - 1/2 BASEMENT 1/2 CRAWL,,91 - 1/6 MASONRY TO FRAME .167,,,2 - HEAT/AIR CON,4,10,,,2 - 2 Car Spaces,,,B-1 - GOOD -,,2000,,,A - AVERAGE,1.19,1525,1,1.016,1.15,79,,1525,0,1525,1531,221400,2024,Base,550,550 - CONDOMINIUM UNIT,52500,221400,0,18380,77490
"050-008962",190.08556098500,2123.78112573000,"050-008962","050-008962-00","050-T140EB-02400",1,6,2,,,2,,"1",12 - CONDOMINIUM,1 - 1 Story,"0 - NO ATTIC",8 - 1/2 BASEMENT 1/2 CRAWL,,91 - 1/6 MASONRY TO FRAME .167,,,2 - HEAT/AIR CON,4,10,,,2 - 2 Car Spaces,,,B-1 - GOOD -,,2000,,,A - AVERAGE,1.19,1525,1,1.016,1.15,79,,1525,0,1525,1531,221400,2024,Base,550,550 - CONDOMINIUM UNIT,52500,221400,0,18380,77490
"050-008963",878.23581100200,41712.39488050001,"050-008963","050-008963-00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024,Exempt,685,685 - EXEMPT PROPERTY OWNED BY CHURCHES,38400,0,0,13440,0
"050-008964",585.73210993000,18024.03211960000,"050-008964","050-008964-00","050-N042HHB-00100",1,8,4,1,,2,1,"1","09 - COLONIAL",2 - 2 Story,"0 - NO ATTIC",B - FULL BASEMENT,800,92 - 2/6 MASONRY TO FRAME .333,,0,2 - HEAT/AIR CON,5,13,1,1,3 - 3 Car Spaces,,,B+1 - GOOD +,,2001,,,A - AVERAGE,0.985,1174,1.69,1.054,1.3,64,,1174,710,3058,1192,423400,2024,Base,510,510 - ONE-FAMILY DWLG ON PLATTED LOT,112400,423400,0,39340,148190
"050-008965",554.16882487400,18244.76018120000,"050-008965","050-008965-00","050-N042HHB-00300",1,8,4,1,,4,1,"1","01 - CONVENTIONAL",2 - 2 Story,"0 - NO ATTIC",B - FULL BASEMENT,1000,91 - 1/6 MASONRY TO FRAME .167,,0,2 - HEAT/AIR CON,5,19,1,1,3 - 3 Car Spaces,,,B+2 - GOOD ++,,2000,,,A - AVERAGE,1.231,1596,1.69,1.027,1.4,64,,1596,692,3884,1612,482000,2024,Base,510,510 - ONE-FAMILY DWLG ON PLATTED LOT,112400,482000,0,39340,168700
"050-008966",578.55360422100,19856.23334190000,"050-008966","050-008966-00","050-N042HHB-00400",1,9,4,1,,4,1,"1","01 - CONVENTIONAL",2 - 2 Story,"0 - NO ATTIC",9 - 3/4 BASEMENT 1/4 CRAWL,894,92 - 2/6 MASONRY TO FRAME .333,,0,2 - HEAT/AIR CON,2,16,,,3 - 3 Car Spaces,,,B+2 - GOOD ++,,2002,,,A - AVERAGE,0.96,1132,1.69,1.054,1.4,65,,1132,1215,3479,1154,504300,2024,Base,510,510 - ONE-FAMILY DWLG ON PLATTED LOT,112400,509100,0,39340,178190
"050-008967",561.83757205600,20047.22431220000,"050-008967","050-008967-00","050-N042HHB-00500",1,7,3,1,,3,1,"1","01 - CONVENTIONAL",2 - 2 Story,"0 - NO ATTIC",B - FULL BASEMENT,,91 - 1/6 MASONRY TO FRAME .167,,,2 - HEAT/AIR CON,5,16,,,3 - 3 Car Spaces,,,B+1 - GOOD +,,2002,,,A - AVERAGE,1.022,1237,1.69,1.027,1.3,65,,1237,433,2907,1252,359300,2024,Base,510,510 - ONE-FAMILY DWLG ON PLATTED LOT,112400,359300,0,39340,125760
"050-008968",290.32344722700,1793.90923869000,"050-008968","050-008968-00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024,Exempt,640,640 - EXEMPT PROPERTY OWNED BY CITIES,500,0,0,180,0
"050-008969",2509.72531416000,327236.72172500001,"050-008969","050-008969-00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024,Exempt,650,650 - EXEMPT PROPERTY OWNED BY BOE,1400000,0,0,490000,0
"050-008970",195.27048661900,1815.61393019000,"050-008970","050-008970-00","050-T040H-01800",1,5,2,,,3,,"1",12 - CONDOMINIUM,1 - 1 Story,"0 - NO ATTIC",B - FULL BASEMENT,,91 - 1/6 MASONRY TO FRAME .167,,,2 - HEAT/AIR CON,3,12,,,2 - 2 Car Spaces,,,C - AVERAGE QUALITY,,2000,,,A - AVERAGE,0.934,1087,1,1.016,1,64,,1087,432,1519,1097,177800,2024,Base,550,550 - CONDOMINIUM UNIT,45500,177800,0,15930,62230
"050-008971",147.73854512400,1038.48001402000,"050-008971","050-008971-00","050-T040H-01900",1,5,2,,,2,1,"1",12 - CONDOMINIUM,2 - 2 Story,"0 - NO ATTIC",B - FULL BASEMENT,,1 - WD/ALUM/VINYL,,400,2 - HEAT/AIR CON,3,11,,,1 - 1 Car Space,,,C - AVERAGE QUALITY,,2000,,,A - AVERAGE,0.697,681,1.69,1,1,64,,681,234,1596,686,172200,2024,Base,550,550 - CONDOMINIUM UNIT,45500,172200,0,15930,60270
"050-008972",154.81200526000,967.44879670200,"050-008972","050-008972-00","050-T040H-02000",1,5,2,,,2,1,"1",12 - CONDOMINIUM,2 - 2 Story,"0 - NO ATTIC",B - FULL BASEMENT,,1 - WD/ALUM/VINYL,,,2 - HEAT/AIR CON,2,10,,,1 - 1 Car Space,,,C - AVERAGE QUALITY,,2000,,,A - AVERAGE,0.688,665,1.69,1,1,64,,665,0,1330,669,155000,2024,Base,550,550 - CONDOMINIUM UNIT,45500,155000,0,15930,54250
"050-008973",146.99302544400,1199.44167699000,"050-008973","050-008973-00","050-T040H-02100",1,5,3,,,2,2,"1",12 - CONDOMINIUM,2 - 2 Story,"0 - NO ATTIC",B - FULL BASEMENT,,91 - 1/6 MASONRY TO FRAME .167,,513,2 - HEAT/AIR CON,2,12,,,2 - 2 Car Spaces,,,C - AVERAGE QUALITY,,2000,2011,2011,A - AVERAGE,0.549,427,1.69,1.027,1,64,,427,603,1457,435,180500,2024,Base,550,550 - CONDOMINIUM UNIT,45500,180500,0,15930,63180
"050-008974",192.81802832700,1821.06190625000,"050-008974","050-008974-00","050-T040H-02200",1,5,2,,,3,,"1",12 - CONDOMINIUM,1 - 1 Story,"0 - NO ATTIC",B - FULL BASEMENT,,91 - 1/6 MASONRY TO FRAME .167,,,2 - HEAT/AIR CON,3,12,,,2 - 2 Car Spaces,,,C - AVERAGE QUALITY,,2000,,,A - AVERAGE,0.934,1087,1,1.016,1,64,,1087,432,1519,1096,177400,2024,Base,550,550 - CONDOMINIUM UNIT,45500,177400,0,15930,62090
"050-008975",189.63443718500,2076.44296693000,"050-008975","050-008975-00","050-T140EB-02500",1,6,2,,,2,,"1",12 - CONDOMINIUM,1 - 1 Story,"0 - NO ATTIC",8 - 1/2 BASEMENT 1/2 CRAWL,,91 - 1/6 MASONRY TO FRAME .167,,,2 - HEAT/AIR CON,5,11,,,2 - 2 Car Spaces,,,B-1 - GOOD -,,2000,,,A - AVERAGE,1.19,1525,1,1.016,1.15,79,,1525,0,1525,1531,227500,2024,Base,550,550 - CONDOMINIUM UNIT,52500,221400,0,18380,77490
"050-008976",194.98163203000,2013.97508238000,"050-008976","050-008976-00","050-T140EB-02600",1,6,2,,,2,,"1",12 - CONDOMINIUM,1 - 1 Story,"0 - NO ATTIC",8 - 1/2 BASEMENT 1/2 CRAWL,,91 - 1/6 MASONRY TO FRAME .167,,,2 - HEAT/AIR CON,4,10,,,2 - 2 Car Spaces,,,B-1 - GOOD -,,2000,,,A - AVERAGE,1.19,1525,1,1.016,1.15,79,,1525,0,1525,1531,221400,2024,Base,550,550 - CONDOMINIUM UNIT,52500,221400,0,18380,77490
"050-008977",188.11216622100,2111.53479739000,"050-008977","050-008977-00","050-T140EB-02700",1,5,2,,,2,,"1",12 - CONDOMINIUM,1 - 1 Story,"0 - NO ATTIC",7 - 1/4 BASEMENT 3/4 CRAWL,,92 - 2/6 MASONRY TO FRAME .333,,,2 - HEAT/AIR CON,3,9,,,2 - 2 Car Spaces,,,B-1 - GOOD -,,2000,,,A - AVERAGE,1.166,1485,1,1.032,1.15,79,,1485,0,1485,1491,217900,2024,Base,550,550 - CONDOMINIUM UNIT,52500,217900,0,18380,76270
"050-008978",188.01326158500,2088.81408901000,"050-008978","050-008978-00","050-T140EB-02800",1,6,2,,,2,,"1",12 - CONDOMINIUM,1 - 1 Story,"0 - NO ATTIC",8 - 1/2 BASEMENT 1/2 CRAWL,,91 - 1/6 MASONRY TO FRAME .167,,,2 - HEAT/AIR CON,4,10,,,2 - 2 Car Spaces,,,B-1 - GOOD -,,2000,,,A - AVERAGE,1.19,1525,1,1.016,1.15,79,,1525,0,1525,1531,221400,2024,Base,550,550 - CONDOMINIUM UNIT,52500,221400,0,18380,77490
"050-008979",185.58970494500,1894.13478090000,"050-008979","050-008979-00","050-T140EB-02900",1,7,3,,,2,1,"1",12 - CONDOMINIUM,1 - 1 Story,"0 - NO ATTIC",C - FULL CRAWL,,91 - 1/6 MASONRY TO FRAME .167,,,2 - HEAT/AIR CON,4,12,,,2 - 2 Car Spaces,,,B-1 - GOOD -,,2000,,,A - AVERAGE,0.556,440,1,1.016,1.15,79,,440,1473,1913,456,235000,2024,Base,550,550 - CONDOMINIUM UNIT,52500,235000,0,18380,82250
"050-008980",185.79843079700,1873.64817675000,"050-008980","050-008980-00","050-T140EB-03000",1,7,3,,,2,1,"1",12 - CONDOMINIUM,1 - 1 Story,"0 - NO ATTIC",C - FULL CRAWL,,91 - 1/6 MASONRY TO FRAME .167,,,2 - HEAT/AIR CON,4,12,,,2 - 2 Car Spaces,,,B-1 - GOOD -,,2000,,,A - AVERAGE,0.556,440,1,1.016,1.15,79,,440,1473,1913,456,235000,2024,Base,550,550 - CONDOMINIUM UNIT,52500,235000,0,18380,82250
